-0.022074215	0.0030018599	0.013122568	-0.001800127	0.039634075	-0.0046368223	0.019879434	-0.026784	-0.04104851	0.010477139	0.034812346	-0.020994896	0.028800357	-0.0022196993	0.019210061	0.040592346	-0.06998374	0.028696533	0.045988616	-0.02823437	0.02165934	-0.009166636	-0.004763195	0.03878716	-0.02786381	-0.05932093	0.0146223465	-0.041785967	-0.022213442	-0.010112361	0.044992104	0.03412641
-3.857877e-05	-0.017178481	-0.02922398	-0.017493296	-0.027738372	-0.025681516	-0.015087602	-0.035753336	0.039450686	-0.0130708385	0.027891971	-0.010720716	0.0236518	0.007370102	0.04456182	0.022166427	0.0031648453	-0.03937475	0.01580012	0.017923791	-0.016419386	-0.018088171	-0.04524388	0.024293639	-0.015276482	-0.044151172	0.0086863935	9.9577825e-05	-0.023417043	0.02308365	0.003946461	0.014212333
0.032518853	0.06510921	-0.023584792	-0.025423683	-0.021779453	-0.006156798	0.03762376	0.027872125	0.035657056	-0.053422358	-0.030799521	-0.06404704	-0.020766826	-0.04278925	0.023367515	0.014862016	-0.057962123	0.040959183	-0.032341477	-0.056376062	-0.01459601	0.034231056	0.014292564	-0.05116074	-0.010134657	-0.09810674	0.017664077	0.039923448	-0.06665815	0.060175627	0.06381938	-0.044824418
0.03310779	-0.045276906	-0.012309561	-0.008274645	-0.028370129	0.038493212	0.045603428	-0.021155296	0.009763576	0.012551263	-0.014402355	0.060279693	-0.03074285	0.015413299	0.03273756	-0.037670936	-0.019158535	0.0069525433	0.009161816	-0.03621491	-0.045984454	-0.021285161	0.04189138	0.02472075	0.05097751	0.040532894	-0.030192489	0.0038589647	0.0032189647	-0.03608893	-0.031288046	0.029110225
0.02509306	0.014464328	-0.023507075	-0.047320448	-0.030261735	0.006671364	-0.03324668	0.030611217	0.03260282	-0.03519902	-0.03311243	0.047829855	0.015988508	0.039860595	-0.02012161	-0.028242303	0.038627293	0.007546396	0.041138064	-0.010086521	-0.029587315	0.012104848	-0.0023734965	-0.034864284	-0.042458408	0.042175613	-0.021145847	0.001923761	-0.025472246	0.037830926	-0.04821395	0.015813107
0.055407576	-0.009099498	0.03921925	0.024281638	-0.0036983772	0.031538997	0.04017127	0.018853297	0.015204175	0.014869765	0.020217674	-0.0065883347	-0.006591151	-0.01628543	0.0037981016	0.06706548	-0.0249361	0.03308873	-0.035407647	0.013880171	0.0051934873	-0.041398056	-0.02342796	-0.039022487	0.014004327	-0.020570213	0.04040518	0.010167044	-0.007288644	0.046049908	-0.0035017682	-0.020566445
0.066820934	0.005390715	-0.040999256	0.038161255	-0.068770595	0.06624405	0.01364263	0.06208873	-0.021868229	-0.06544312	0.019349677	-0.059807368	-0.05396996	-0.008850929	0.014484045	0.025688462	0.022844339	0.0117799435	-0.014998681	-0.03473252	-0.04985519	0.05888868	-0.009334226	-0.019106265	0.0056740884	-0.043095633	0.010940036	0.0043045636	-0.06124266	-0.0019433488	0.007118209	0.017187864
-0.00793048	-0.021501629	0.0669703	-0.01414358	0.008610442	0.011020479	-0.043364663	-0.027052559	-0.025957588	0.0046609826	0.046674028	-0.014962955	0.028087012	-0.035460413	-0.013106344	0.03295844	0.02386237	-0.04702938	0.033788458	0.057419837	0.057882566	-0.007245804	0.038039103	-0.022873687	-0.00290954	0.039638106	-0.027632976	0.027656658	-0.033267803	-0.003273033	0.033714425	0.0052018724
-0.0030743151	0.021873698	0.0397505	-0.03745836	0.045225345	-0.025323935	0.013228109	0.037279874	-0.055335402	0.05674132	0.016093558	-0.004424284	0.008829135	0.03495928	-0.011392229	0.0039160307	0.044462793	-0.053589903	-0.014366273	0.047491547	-0.024967631	0.0346263	0.040366706	-0.034632526	0.048048995	-0.0002763133	0.026818883	0.026431566	0.037763804	-0.004882942	-0.042750265	-0.0011294228
-0.033441152	0.023805141	0.0039624018	0.019007428	0.0528127	-0.044875983	-0.06574503	-0.04282314	-0.03296633	0.055081252	-0.009055276	-0.0036483516	0.010734338	0.039496798	0.010448304	-0.05145768	-0.004998342	0.019732624	-0.003908475	-0.011673553	0.07178406	0.011803152	-0.04257532	0.03580654	0.06601893	-0.013050084	-0.05047395	0.022131326	-0.0009213276	-0.0011705861	-0.055050995	0.014004063
